
Configuration FH_rang_c=0.945_n=100
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
2 6 687.195 0.100504 6 0.639174 1 0.252728 4.2 2.62281 2.95238 3 1.4641e-006 6 115.608 1 20.9118 0.54 1 0.54 1 0.54 0.46 1 0.46 1 0.46
3 5 687.195 0.00435718 3 0.597725 1 0.199282 4.2 2.9531 3 3 6.7411e-006 5 93.9897 1 22.0102 0.53 3 0.55 1 0.541667 0.45 1 0.47 3 0.458333
4 5 687.195 0.0204108 3 0.736504 1 0.258588 4.2 2.9531 3 3 2.064e-007 5 150.213 1 34.6957 0.53 1 0.54 2 0.538333 0.46 2 0.47 1 0.461667
5 5 687.195 0.135604 5 0.80334 1 0.353913 4.2 2.95211 3 3 0.00458676 5 162.109 1 36.2854 0.53 1 0.54 2 0.538333 0.46 2 0.47 1 0.461667
6 5 687.195 0.127517 4 0.689093 1 0.301686 4.2 2.95211 3 3 2.6722e-005 5 134.131 1 36.0539 0.54 2 0.57 1 0.546667 0.43 1 0.46 2 0.453333
7 5 687.195 0.100505 5 0.714791 1 0.264187 4.25 2.85029 3.23529 3 7.07287e-005 5 153.627 1 36.2384 0.53 1 0.55 2 0.54 0.45 2 0.47 1 0.46
8 6 687.195 0.100504 6 0.66672 1 0.24526 4 2.60993 3.05 3 6.25e-008 6 124.213 1 21.9851 0.51 1 0.54 2 0.535714 0.46 2 0.49 1 0.464286
9 5 687.195 0.143358 5 0.588816 1 0.273335 4.2 2.95211 3 3 1.90372e-005 5 82.6244 1 18.4317 0.54 3 0.55 1 0.543333 0.45 1 0.46 3 0.456667
10 5 687.195 0.100904 4 0.599167 1 0.265009 4.2 2.94745 2.95238 3 4.901e-007 5 111.348 1 27.7476 0.54 2 0.56 1 0.543333 0.44 1 0.46 2 0.456667




Configuration X^C_rang_c=0.979_n=100_const=4
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 10 687.195 0.0408551 5 0.450703 1 0.165345 2.33333 1.70294 1.75 5 1e-010 10 77.9748 1 12.4651 0.75 2 0.76 1 0.750909 0.24 1 0.25 2 0.249091
2 10 687.195 0.04243 7 0.446728 1 0.162143 2.5 1.66661 1.5814 6 2.8561e-006 10 80.8 1 12.5471 0.75 1 0.75 1 0.75 0.25 1 0.25 1 0.25
3 10 687.195 0.0465093 6 0.361896 1 0.162359 2.5 1.67137 1.54348 6 6.25e-008 10 56.9067 1 11.0051 0.75 2 0.76 1 0.750909 0.24 1 0.25 2 0.249091
4 10 687.195 0.0101081 6 0.368002 1 0.161079 2.5 1.66798 1.56818 6 2.56e-008 10 75.0553 1 17.3479 0.75 2 0.78 1 0.752727 0.22 1 0.25 2 0.247273
5 11 687.195 0 10 0.535794 1 0.158466 2.5 1.60925 1.55556 6 0 10 108.12 1 16.4933 0.7 1 0.76 5 0.746667 0.24 5 0.3 1 0.253333
6 13 687.195 0 10 0.452426 1 0.150147 2.33333 1.54076 1.75 5 0 10 88.0643 1 13.8669 0.75 2 0.79 1 0.752857 0.21 1 0.25 2 0.247143
7 12 687.195 0 10 0.499721 1 0.145564 2.5 1.55947 1.54348 6 0 10 107.403 1 15.0993 0.73 1 0.75 2 0.747692 0.25 2 0.27 1 0.252308
8 10 687.195 0.0511212 4 0.379386 1 0.152902 2 1.66455 1.59524 6 6.25e-008 10 70.6815 1 13.191 0.75 2 0.77 1 0.751818 0.23 1 0.25 2 0.248182
9 10 687.195 0.0114808 8 0.401598 1 0.141915 2.5 1.67018 1.55556 6 6.25e-008 10 56.3534 1 9.21583 0.74 1 0.75 2 0.749091 0.25 2 0.26 1 0.250909
10 10 687.195 0.00502833 6 0.398313 1 0.163132 2.33333 1.70486 1.72727 5 6.25e-008 10 74.0221 1 13.8738 0.75 2 0.8 1 0.754545 0.2 1 0.25 2 0.245455




Configuration X^C_rang_c=0.945_n=500_const=4
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 687.195 0.154544 2 0.743038 1 0.467941 14.2143 14.4902 14.2143 2 1.6524e-007 3 137.074 1 45.7063 0.152 2 0.156 1 0.1535 0.844 1 0.848 2 0.8465
2 3 687.195 0.0902098 3 0.754027 1 0.324265 14.4815 14.2534 14.4815 2 1.3678e-007 3 141.287 1 47.1086 0.152 3 0.154 1 0.1535 0.846 1 0.848 3 0.8465
3 3 687.195 0.0866588 3 0.751043 1 0.33739 14.1786 14.4793 14.1786 2 2.624e-008 3 145.095 1 48.3778 0.146 1 0.154 2 0.152 0.846 2 0.854 1 0.848
4 3 687.195 0.160621 2 0.797715 1 0.38947 14.2143 14.4902 14.2143 2 2.0074e-007 3 150.276 1 50.1008 0.146 1 0.154 3 0.1515 0.846 3 0.854 1 0.8485
5 3 687.195 0.0929922 3 0.73888 1 0.343894 14.4815 14.2534 14.4815 2 1.1338e-007 3 127.529 1 42.5199 0.15 1 0.154 2 0.153 0.846 2 0.85 1 0.847
6 3 687.195 0.131657 3 0.789601 1 0.367159 14.2143 14.4902 14.2143 2 8.962e-008 3 147.183 1 49.0744 0.152 2 0.156 1 0.1535 0.844 1 0.848 2 0.8465
7 3 687.195 0.171101 2 0.760863 1 0.377364 14.5185 14.2647 14.5185 2 6.316e-008 3 144.177 1 48.069 0.152 3 0.16 1 0.155 0.84 1 0.848 3 0.845
8 3 687.195 0.15959 2 0.772825 1 0.441138 14.4815 14.2534 14.4815 2 1.9834e-007 3 137.784 1 45.9485 0.152 1 0.154 2 0.153 0.846 2 0.848 1 0.847
9 3 687.195 0.0550705 3 0.756431 1 0.349494 14.4815 14.2534 14.4815 2 7.0316e-007 3 136.004 1 45.3394 0.152 1 0.154 2 0.1535 0.846 2 0.848 1 0.8465
10 3 687.195 0.133135 3 0.832187 1 0.369835 14.5185 14.2647 14.5185 2 5.26e-009 3 150.111 1 50.0513 0.152 2 0.154 1 0.1535 0.846 1 0.848 2 0.8465




Configuration X^C_rang_c=0.955_n=500_const=4
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 687.195 0.171853 2 0.742873 1 0.448137 14.2174 12.9155 14.2174 2 3.1544e-007 3 137.043 1 45.7063 0.18 2 0.184 1 0.181 0.816 1 0.82 2 0.819
2 3 687.195 0.108813 2 0.753862 1 0.340776 14.1739 12.9026 14.1739 2 5.8478e-007 3 141.256 1 47.1086 0.176 1 0.18 2 0.1785 0.82 2 0.824 1 0.8215
3 3 687.195 0.0556275 3 0.750754 1 0.316189 14.5 12.6891 14.5 2 5.1624e-007 3 145.039 1 48.3778 0.178 1 0.18 2 0.1795 0.82 2 0.822 1 0.8205
4 3 687.195 0.184269 2 0.797548 1 0.410021 14.1739 12.9026 14.1739 2 8.0318e-007 3 150.245 1 50.1008 0.176 1 0.18 2 0.179 0.82 2 0.824 1 0.821
5 3 687.195 0.12318 3 0.738445 1 0.342132 14.4545 12.6756 14.4545 2 7.8822e-007 3 127.453 1 42.5199 0.178 1 0.18 2 0.1795 0.82 2 0.822 1 0.8205
6 3 687.195 0.168513 3 0.789237 1 0.380297 14.4545 12.6756 14.4545 2 4.056e-007 3 147.115 1 49.0744 0.178 4 0.188 1 0.1815 0.812 1 0.822 4 0.8185
7 3 687.195 0.18719 2 0.760676 1 0.420057 14.1739 12.9026 14.1739 2 1.9566e-007 3 144.142 1 48.069 0.18 1 0.18 1 0.18 0.82 1 0.82 1 0.82
8 3 687.195 0.0873105 3 0.772599 1 0.346004 14.4545 12.6756 14.4545 2 1.37546e-006 3 137.743 1 45.9485 0.176 1 0.18 2 0.1785 0.82 2 0.824 1 0.8215
9 3 687.195 0.0754357 3 0.756255 1 0.326414 14.2174 12.9155 14.2174 2 1.95728e-006 3 135.973 1 45.3394 0.172 1 0.18 3 0.1775 0.82 3 0.828 1 0.8225
10 3 687.195 0.0961283 3 0.831946 1 0.360685 14.2174 12.9155 14.2174 2 1.6536e-007 3 150.067 1 50.0513 0.178 3 0.18 1 0.1795 0.82 1 0.822 3 0.8205




Configuration X^C_rang_c=0.979_n=500_const=4
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 4 687.195 0.124859 3 0.736035 1 0.366749 9.5 6.30316 4.55789 3 1.0854e-007 4 135.782 1 34.2798 0.314 1 0.318 2 0.3168 0.682 2 0.686 1 0.6832
2 4 687.195 0.0661946 4 0.74782 1 0.277215 9.6 6.32017 4.53125 3 7.11e-008 4 140.124 1 35.3315 0.316 2 0.322 1 0.3176 0.678 1 0.684 2 0.6824
3 4 687.195 0.0599415 4 0.742317 1 0.290973 9.6 6.32017 4.53125 3 1.678e-008 4 143.409 1 36.2834 0.312 1 0.318 3 0.316 0.682 3 0.688 1 0.684
4 4 687.195 0.111385 2 0.788144 1 0.296292 9.5 6.30316 4.55789 3 1.402e-007 4 148.473 1 37.5756 0.316 2 0.318 1 0.3172 0.682 1 0.684 2 0.6828
5 4 687.195 0.0515493 4 0.732719 1 0.265184 9.45455 6.46425 4.27885 3 1.511e-007 4 126.465 1 31.8899 0.304 1 0.316 2 0.3136 0.684 2 0.696 1 0.6864
6 4 687.195 0.129271 3 0.78381 1 0.331676 9.6 6.32017 4.53125 3 4.738e-008 4 146.104 1 36.8058 0.316 2 0.318 1 0.3176 0.682 1 0.684 2 0.6824
7 4 687.195 0.0653049 3 0.754409 1 0.299711 9.45455 6.46425 4.27885 3 2.92e-008 4 142.954 1 36.0518 0.316 2 0.318 1 0.3172 0.682 1 0.684 2 0.6828
8 4 687.195 0.0990708 3 0.764262 1 0.32998 9.45455 6.46425 4.27885 3 9.998e-008 4 136.257 1 34.4614 0.316 3 0.318 1 0.3176 0.682 1 0.684 3 0.6824
9 4 687.195 0.106359 3 0.750249 1 0.299575 9.6 6.32017 4.53125 3 6.478e-008 4 134.893 1 34.0046 0.316 5 0.324 1 0.3188 0.676 1 0.684 5 0.6812
10 4 687.195 0.0651128 3 0.819216 1 0.280066 9.54545 6.47854 4.24762 3 3.28e-009 4 147.771 1 37.5385 0.316 2 0.328 1 0.3188 0.672 1 0.684 2 0.6812




Configuration X^C_rang_c=0.945_n=1000_const=4
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 687.195 0.214535 3 0.78764 1 0.405582 17.3818 24.4759 17.3818 2 7.04e-009 3 143.256 1 47.7529 0.089 1 0.089 1 0.089 0.911 1 0.911 1 0.911
2 3 687.195 0.0999158 3 0.80266 1 0.369299 17.3818 24.4759 17.3818 2 7.4e-010 3 148.809 1 49.6038 0.088 1 0.089 3 0.0885 0.911 3 0.912 1 0.9115
3 3 687.195 0.165494 2 0.754355 1 0.378974 17.3636 24.4703 17.3636 2 4.5e-010 3 131.632 1 43.8778 0.088 1 0.089 2 0.08875 0.911 2 0.912 1 0.91125
4 3 687.195 0.186059 2 0.767964 1 0.390365 17.3636 24.4703 17.3636 2 4.5e-010 3 143.244 1 47.7484 0.089 1 0.089 1 0.089 0.911 1 0.911 1 0.911
5 3 687.195 0.181423 2 0.743512 1 0.379823 17.3818 24.4759 17.3818 2 4.4e-010 3 131.29 1 43.7638 0.089 1 0.089 1 0.089 0.911 1 0.911 1 0.911
6 3 687.195 0.212171 2 0.754523 1 0.394589 17.3636 24.4703 17.3636 2 4.5e-010 3 136.474 1 45.4919 0.089 1 0.089 1 0.089 0.911 1 0.911 1 0.911
7 3 687.195 0.0999158 3 0.774717 1 0.350609 17.3818 24.4759 17.3818 2 7.4e-010 3 148.5 1 49.5003 0.088 2 0.089 1 0.08875 0.911 1 0.912 2 0.91125
8 3 687.195 0.217072 3 0.749345 1 0.396341 17.3636 24.4703 17.3636 2 3.645e-008 3 133.68 1 44.5609 0.089 1 0.089 1 0.089 0.911 1 0.911 1 0.911
9 3 687.195 0.100504 3 0.74036 1 0.361817 17.3636 24.4703 17.3636 2 9e-010 3 134.047 1 44.6829 0.089 3 0.09 1 0.0895 0.91 1 0.911 3 0.9105
10 3 687.195 0.117738 2 0.790205 1 0.375005 17.3636 24.4703 17.3636 2 4.5e-010 3 145.628 1 48.5432 0.089 2 0.092 1 0.08975 0.908 1 0.911 2 0.91025




Configuration X^C_rang_c=0.955_n=1000_const=4
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 687.195 0.184206 3 0.787622 1 0.397445 19.4222 21.8555 19.4222 2 2.736e-008 3 143.252 1 47.7529 0.105 2 0.106 1 0.10525 0.894 1 0.895 2 0.89475
2 3 687.195 0.162741 2 0.802639 1 0.383614 19.4222 21.8555 19.4222 2 3.96e-009 3 148.805 1 49.6038 0.104 1 0.105 2 0.1045 0.895 2 0.896 1 0.8955
3 3 687.195 0.162775 2 0.754342 1 0.383918 19.4222 21.8555 19.4222 2 1.41e-009 3 131.63 1 43.8778 0.105 2 0.107 1 0.1055 0.893 1 0.895 2 0.8945
4 3 687.195 0.0620949 2 0.767931 1 0.354887 19.4222 21.8555 19.4222 2 1.41e-009 3 143.238 1 47.7484 0.104 1 0.105 2 0.1045 0.895 2 0.896 1 0.8955
5 3 687.195 0.149436 2 0.743498 1 0.375857 19.4222 21.8555 19.4222 2 1.41e-009 3 131.287 1 43.7638 0.105 1 0.105 1 0.105 0.895 1 0.895 1 0.895
6 3 687.195 0.172769 2 0.754512 1 0.435657 19.4222 21.8555 19.4222 2 1.26e-009 3 136.472 1 45.4919 0.104 1 0.105 2 0.1045 0.895 2 0.896 1 0.8955
7 3 687.195 0.122479 2 0.7747 1 0.340605 19.4222 21.8555 19.4222 2 5.11e-009 3 148.496 1 49.5003 0.105 2 0.107 1 0.1055 0.893 1 0.895 2 0.8945
8 3 687.195 0.173734 2 0.749325 1 0.43425 19.4222 21.8555 19.4222 2 1.0206e-007 3 133.677 1 44.5609 0.103 1 0.105 2 0.1045 0.895 2 0.897 1 0.8955
9 3 687.195 0.137201 3 0.740343 1 0.344811 19.4222 21.8555 19.4222 2 4.46e-009 3 134.044 1 44.6829 0.104 1 0.105 2 0.10475 0.895 2 0.896 1 0.89525
10 3 687.195 0.131319 2 0.7902 1 0.433736 19.4222 21.8555 19.4222 2 1.26e-009 3 145.627 1 48.5432 0.104 1 0.105 2 0.10475 0.895 2 0.896 1 0.89525




Configuration X^C_rang_c=0.979_n=1000_const=4
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 687.195 0.16177 3 0.787005 1 0.386988 17.0952 13.6269 2.78552 3 3.91056e-006 3 143.14 1 47.7529 0.186 1 0.191 2 0.18975 0.809 2 0.814 1 0.81025
2 3 687.195 0.073673 3 0.801793 1 0.349326 17.1429 13.6402 2.77778 3 3.76089e-006 3 148.648 1 49.6038 0.191 2 0.193 1 0.1915 0.807 1 0.809 2 0.8085
3 4 687.195 0.0316386 4 0.754014 1 0.262755 17.1429 10.4797 2.775 3 1e-011 4 131.573 1 32.9083 0.188 1 0.191 2 0.1904 0.809 2 0.812 1 0.8096
4 3 687.195 0.149096 3 0.767577 1 0.36668 17.1429 13.6402 2.77778 3 4.2165e-007 3 143.172 1 47.7484 0.189 1 0.191 2 0.1905 0.809 2 0.811 1 0.8095
5 4 687.195 0.0316386 4 0.743109 1 0.262763 17.0952 10.4697 2.78273 3 1e-011 4 131.218 1 32.8229 0.187 1 0.191 2 0.1902 0.809 2 0.813 1 0.8098
6 3 687.195 0.0714053 3 0.754223 1 0.32904 17.0952 13.6269 2.78552 3 2.5365e-007 3 136.42 1 45.4919 0.191 2 0.192 1 0.19125 0.808 1 0.809 2 0.80875
7 3 687.195 0.191022 2 0.774283 1 0.387758 17.1429 13.6402 2.77778 3 4.4784e-007 3 148.417 1 49.5003 0.19 2 0.193 1 0.19125 0.807 1 0.81 2 0.80875
8 4 687.195 0.0316386 4 0.748802 1 0.28551 17.1429 10.4797 2.775 3 8.1e-010 4 133.584 1 33.4206 0.191 2 0.197 1 0.1924 0.803 1 0.809 2 0.8076
9 3 687.195 0.0681053 3 0.740051 1 0.337242 17.1429 13.6402 2.77778 3 6.2403e-007 3 133.991 1 44.6829 0.191 2 0.192 1 0.19125 0.808 1 0.809 2 0.80875
10 3 687.195 0.0627531 3 0.789452 1 0.310089 17.0952 13.6269 2.78552 3 3.2701e-007 3 145.489 1 48.5432 0.191 2 0.194 1 0.19175 0.806 1 0.809 2 0.80825




Configuration X^C_tour_t=2_n=100_const=4
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 9 687.195 0.119053 8 0.490195 1 0.301575 2 1.711 1.83333 6 3e-010 9 84.8072 1 13.8501 0.66 6 0.74 9 0.689 0.26 9 0.34 6 0.311
2 10 687.195 0.142857 10 0.437364 1 0.293431 2 1.63412 1.58696 7 2.9282e-006 10 79.1064 1 12.5471 0.64 2 0.77 11 0.692727 0.23 11 0.36 2 0.307273
3 10 687.195 0.100504 10 0.543456 1 0.27633 2 1.6255 1.68293 7 6.25e-008 10 85.4562 1 11.0051 0.64 1 0.75 9 0.682727 0.25 9 0.36 1 0.317273
4 10 687.195 0.142857 10 0.581704 1 0.308338 2 1.63198 1.63043 7 5.12e-008 10 118.641 1 17.3479 0.63 1 0.75 10 0.683636 0.25 10 0.37 1 0.316364
5 9 687.195 0.274352 9 0.531783 2 0.412267 2 1.69993 1.61364 7 0.0014596 9 102.536 1 20.1585 0.65 5 0.75 10 0.686 0.25 10 0.35 5 0.314
6 10 687.195 0.100504 10 0.57147 1 0.285542 2 1.63977 1.77419 6 2.401e-007 10 111.236 1 18.0269 0.63 1 0.75 10 0.684545 0.25 10 0.37 1 0.315455
7 9 687.195 0.143194 9 0.526566 1 0.283681 2 1.70435 1.4898 7 2.598e-007 9 113.173 1 20.1324 0.59 3 0.74 10 0.685 0.26 10 0.41 3 0.315
8 10 687.195 0.138115 7 0.462966 1 0.274071 2 1.61631 1.72727 7 1.25e-007 10 86.2529 1 13.191 0.65 3 0.77 11 0.697273 0.23 11 0.35 3 0.302727
9 9 687.195 0.102775 9 0.508486 1 0.340917 2 1.70704 1.75862 6 8.5396e-006 9 71.3522 1 10.2398 0.63 4 0.73 10 0.678 0.27 10 0.37 4 0.322
10 9 687.195 0.129927 7 0.526163 1 0.278945 2 1.71221 1.77419 6 3.125e-007 9 97.7816 1 15.4154 0.66 4 0.74 10 0.679 0.26 10 0.34 4 0.321




Configuration X^C_tour_t=4_n=100_const=4
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 5 687.195 0.142857 5 0.686074 1 0.44251 4 2.8259 3.1875 3 2e-010 5 118.696 1 24.9301 0.43 2 0.67 5 0.531667 0.33 5 0.57 2 0.468333
2 5 687.195 0.225611 3 0.659564 1 0.348963 4 2.80048 1.81633 4 1.88891e-005 5 119.296 1 25.0941 0.45 2 0.7 6 0.54 0.3 6 0.55 2 0.46
3 5 687.195 0.143007 5 0.659708 1 0.393443 4 2.82275 3.25 3 8.2311e-006 5 103.736 1 22.0102 0.42 3 0.72 5 0.546667 0.28 5 0.58 3 0.453333
4 5 687.195 0.164642 4 0.801064 1 0.402325 4 2.82591 3.25 3 1.28e-007 5 163.38 1 34.6957 0.42 3 0.68 5 0.53 0.32 5 0.58 3 0.47
5 5 687.195 0.175863 5 0.797589 1 0.438958 4 2.85904 3.5625 3 0.000625541 5 160.948 1 36.2854 0.45 3 0.69 5 0.535 0.31 5 0.55 3 0.465
6 5 687.195 0.166366 4 0.844387 1 0.404845 3.25 2.73113 2.28205 4 2.6411e-006 5 164.359 1 36.0539 0.45 1 0.69 6 0.541667 0.31 6 0.55 1 0.458333
7 5 687.195 0.10113 5 0.775632 1 0.328422 3.75 2.77422 2.02222 4 1.304e-007 5 166.704 1 36.2384 0.46 3 0.72 6 0.548333 0.28 6 0.54 3 0.451667
8 5 687.195 0.22407 2 0.663556 1 0.362409 3.75 2.78555 1.95745 4 5e-007 5 123.624 1 26.3821 0.44 2 0.67 5 0.55 0.33 5 0.56 2 0.45
9 5 687.195 0.217639 4 0.61881 1 0.376739 4 2.7944 2.02174 4 4.375e-007 5 86.8333 1 18.4317 0.44 2 0.72 6 0.533333 0.28 6 0.56 2 0.466667
10 5 687.195 0.113861 4 0.714435 1 0.352687 4 2.81726 3.1875 3 7.927e-007 5 132.77 1 27.7476 0.43 1 0.71 6 0.538333 0.29 6 0.57 1 0.461667




Configuration X^C_tour_t=5_n=100_const=4
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 4 687.195 0.156193 4 0.708503 1 0.45916 4.8 3.56458 3.125 3 0.000201843 4 122.576 1 31.1627 0.4 1 0.7 5 0.5 0.3 5 0.6 1 0.5
2 4 687.195 0.331169 3 0.682897 1 0.463121 4.8 3.56458 3.125 3 4.8652e-005 4 123.516 1 31.3677 0.38 1 0.71 5 0.486 0.29 5 0.62 1 0.514
3 5 687.195 0.100504 5 0.676212 1 0.377123 4.2 2.98082 3.2381 3 6.25e-008 5 106.332 1 22.0102 0.37 1 0.67 5 0.511667 0.33 5 0.63 1 0.488333
4 4 687.195 0.239534 3 0.823139 1 0.449581 4.8 3.55867 3.08333 3 4.2341e-006 4 167.882 1 43.3697 0.37 1 0.66 5 0.494 0.34 5 0.63 1 0.506
5 4 687.195 0.315751 2 0.845015 1 0.545725 4.6 3.52385 3.08696 3 0.0112411 4 170.518 1 45.3567 0.37 1 0.68 5 0.498 0.32 5 0.63 1 0.502
6 4 687.195 0.180214 3 0.877006 1 0.428435 4.6 3.54855 3.26087 3 0.000139923 4 170.708 1 45.0673 0.38 1 0.65 5 0.502 0.35 5 0.62 1 0.498
7 5 687.195 0.100504 5 0.821564 1 0.350414 4.2 2.98082 3.2381 3 1e-010 5 176.576 1 36.2384 0.38 2 0.66 6 0.506667 0.34 6 0.62 2 0.493333
8 4 687.195 0.231142 4 0.68008 1 0.36118 4.6 3.54855 3.26087 3 1.00291e-005 4 126.702 1 32.9776 0.37 3 0.63 5 0.484 0.37 5 0.63 3 0.516
9 4 687.195 0.151552 4 0.633408 1 0.373898 4.6 3.53594 3.17391 3 0.000143321 4 88.8817 1 23.0396 0.4 2 0.65 5 0.486 0.35 5 0.6 2 0.514
10 4 687.195 0.274215 3 0.720308 1 0.43316 4.6 3.54219 3.21739 3 4.8266e-006 4 133.861 1 34.6846 0.4 3 0.68 5 0.508 0.32 5 0.6 3 0.492




Configuration X^C_tour_t=2_n=500_const=4
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 12 687.195 0.133051 9 0.505398 1 0.285223 2 1.71755 1.67021 9 1.782e-008 12 93.2345 1 11.4266 0.664 2 0.744 13 0.689846 0.256 13 0.336 2 0.310154
2 13 687.195 0.0447662 13 0.510333 1 0.233602 2 1.66419 1.615 9 3.2e-010 13 95.6245 1 10.8712 0.66 2 0.746 14 0.693143 0.254 14 0.34 2 0.306857
3 12 687.195 0.0582303 12 0.491306 1 0.21196 2 1.71994 1.61307 9 4.2e-010 12 94.9161 1 12.0945 0.648 6 0.764 13 0.688 0.236 13 0.352 6 0.312
4 12 687.195 0.135388 12 0.489017 1 0.26683 2 1.71857 1.60406 9 2.88e-009 12 92.1226 1 12.5252 0.654 2 0.77 13 0.688 0.23 13 0.346 2 0.312
5 12 687.195 0.0796252 11 0.518179 1 0.238743 2 1.71861 1.59184 9 3.84e-009 12 89.4363 1 10.63 0.646 1 0.732 13 0.684615 0.268 13 0.354 1 0.315385
6 12 687.195 0.119159 12 0.535833 1 0.231747 2 1.72222 1.62621 9 2.24e-009 12 99.8803 1 12.2686 0.654 4 0.756 12 0.684615 0.244 12 0.346 4 0.315385
7 12 687.195 0.0907897 6 0.494431 1 0.247928 2 1.7193 1.56931 9 3.2e-010 12 93.6907 1 12.0173 0.654 6 0.762 12 0.690308 0.238 12 0.346 6 0.309692
8 12 687.195 0.0800903 10 0.495607 1 0.268712 2 1.72025 1.58537 9 1.782e-008 12 88.3597 1 11.4871 0.652 4 0.764 13 0.687231 0.236 13 0.348 4 0.312769
9 12 687.195 0.129672 11 0.511966 1 0.267641 2 1.72179 1.63592 9 1.8e-010 12 92.0501 1 11.3349 0.65 5 0.748 13 0.688769 0.252 13 0.35 5 0.311231
10 12 687.195 0.0857946 8 0.49213 1 0.226419 2 1.72307 1.61321 9 1.8e-010 12 88.771 1 12.5128 0.658 4 0.74 12 0.683231 0.26 12 0.342 4 0.316769




Configuration X^C_tour_t=4_n=500_const=4
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 6 687.195 0.154894 5 0.687536 1 0.333166 4 3.07465 2.16667 5 9.396e-008 6 126.835 1 22.8532 0.434 2 0.702 7 0.530286 0.298 7 0.566 2 0.469714
2 7 687.195 0.0447662 7 0.690273 1 0.279082 3.75 2.75914 2.23958 5 3.2e-010 7 129.341 1 20.1894 0.462 4 0.692 8 0.54425 0.308 8 0.538 4 0.45575
3 6 687.195 0.0652886 6 0.701075 1 0.292819 4 3.06861 2.20603 5 7.52e-009 6 135.442 1 24.1889 0.458 1 0.68 7 0.524571 0.32 7 0.542 1 0.475429
4 6 687.195 0.110956 5 0.729754 1 0.307909 4 3.08997 2.15238 5 3.714e-008 6 137.473 1 25.0504 0.454 3 0.694 7 0.524857 0.306 7 0.546 3 0.475143
